Amount,MerchantID,TransactionType,Location,IsFraud
3228.47,21,refund,San Antonio,0
1477.48,111,refund,Chicago,0
2814.76,900,purchase,Los Angeles,1
322.98,68,refund,New York,0
3047.17,647,refund,New York,0
959.45,156,purchase,Phoenix,1
1585.79,355,refund,Dallas,0
2473.84,680,purchase,San Antonio,0
380.91,483,refund,San Antonio,0
2422.57,966,purchase,Los Angeles,0
756.94,80,refund,San Antonio,0
4163.44,56,purchase,Chicago,0
348.88,72,refund,Dallas,0
342.73,365,purchase,Houston,0
494.24,695,refund,Phoenix,0
3789.62,986,refund,Philadelphia,0
1224.84,884,purchase,San Jose,0
4055.37,150,refund,Houston,0
4976.46,494,refund,Los Angeles,0
1116.37,632,refund,New York,0
4785.27,13,purchase,Los Angeles,0
4451.62,254,purchase,Houston,0
2856.54,214,refund,San Antonio,0
2567.57,565,purchase,San Diego,0
2277.7,799,refund,Los Angeles,0
735.19,700,refund,New York,0
4938.61,905,refund,Philadelphia,0
28.82,790,refund,Phoenix,0
4042.96,751,refund,Phoenix,0
3116.36,258,refund,Los Angeles,0
3998.55,663,purchase,Los Angeles,0
346.19,602,purchase,Philadelphia,0
622.32,411,refund,San Antonio,0
1896.58,263,refund,New York,0
2421.45,696,purchase,San Jose,0
2413.27,266,purchase,San Antonio,0
3240.69,429,purchase,Phoenix,0
518.22,749,refund,Los Angeles,0
3737.67,797,purchase,Chicago,0
2574.06,613,purchase,Chicago,0
411.27,522,refund,Phoenix,0
2427.76,426,refund,San Jose,0
1036,847,purchase,Chicago,0
4607.78,264,refund,San Jose,0
1958.38,363,purchase,Los Angeles,0
423.83,538,refund,New York,0
3212.63,589,purchase,Phoenix,0
3965.47,941,purchase,New York,0
927.9,591,refund,Houston,0
2999.05,534,purchase,San Jose,0
4725.11,595,purchase,Philadelphia,0
4486.66,531,refund,Dallas,0
4054.9,688,refund,San Antonio,0
2514.88,123,purchase,San Diego,0
3354.74,29,purchase,San Jose,0
1050.97,293,refund,Phoenix,0
1538.7,493,purchase,San Antonio,0
2192.33,964,refund,Phoenix,0
2426.86,613,refund,San Jose,0
1470.1,183,refund,Los Angeles,0
576.4,603,purchase,San Diego,0
4114.66,188,purchase,New York,0
4897.06,603,purchase,San Antonio,0
2989.8,646,purchase,Los Angeles,0
1559.08,640,refund,Houston,0
1589.53,750,purchase,Houston,0
2833.89,546,refund,Philadelphia,0
4600.96,711,purchase,San Diego,0
3273.11,349,purchase,New York,0
1434.66,664,refund,Houston,0
2690.38,82,refund,San Antonio,0
2374.27,638,refund,Los Angeles,0
3015.22,446,purchase,New York,0
1516.58,45,refund,Los Angeles,0
4221.9,528,refund,Houston,0
3756.26,248,purchase,Phoenix,0
1492.86,336,purchase,Chicago,0
4423.31,903,refund,Houston,0
2666.28,733,purchase,San Antonio,0
4520.16,789,purchase,Chicago,0
2097.6,522,refund,Chicago,0
4076.07,551,purchase,Los Angeles,0
3264.52,206,refund,Houston,0
3403.88,830,purchase,Philadelphia,0
2232.84,401,purchase,Dallas,0
760.17,733,refund,San Diego,0
3696.04,419,refund,Philadelphia,0
4339.83,374,purchase,Philadelphia,0
3283.59,468,refund,Phoenix,0
1080.59,849,purchase,Phoenix,0
2314.95,785,refund,Dallas,0
2908.61,234,refund,Phoenix,0
2853.07,14,refund,San Jose,0
473.08,212,refund,San Jose,0
3698.55,326,purchase,San Jose,0
4114.91,612,refund,Phoenix,0
2570.1,603,refund,Phoenix,0
2373.45,900,purchase,Dallas,0
2625.51,709,refund,Phoenix,0
969.51,975,refund,New York,0
4102.68,454,refund,Los Angeles,0
2828.94,152,purchase,New York,0
573.4,720,refund,San Antonio,0
2416.88,111,refund,New York,0
1193.83,398,refund,San Antonio,0
2980.06,199,refund,San Jose,0
618.66,993,purchase,Philadelphia,0
3038.94,772,refund,Los Angeles,0
4031.02,54,purchase,San Antonio,0
3894.67,229,purchase,New York,0
3463.74,704,refund,New York,0
2322.37,410,refund,Los Angeles,0
1495.38,776,purchase,San Jose,0
332.35,109,refund,San Antonio,0
3127,759,refund,New York,0
1099.13,212,purchase,Dallas,0
3033.11,765,refund,San Jose,0
2855.92,12,purchase,Philadelphia,0
4283.94,980,purchase,San Jose,0
4739.41,789,purchase,San Jose,0
1042.47,534,refund,Chicago,0
4199.15,358,purchase,Philadelphia,0
4279.59,282,purchase,San Diego,0
700.89,526,refund,San Antonio,0
3163.38,917,purchase,San Diego,0
4845.36,895,refund,Philadelphia,0
1974.93,204,purchase,Phoenix,0
3089.79,235,refund,Los Angeles,0
4436.4,392,refund,San Diego,0
3865.25,20,refund,Los Angeles,0
2918.54,962,refund,New York,0
1281.27,55,purchase,San Diego,0
3966.6,585,refund,Chicago,0
3889.28,984,purchase,New York,0
1633.27,420,refund,Dallas,0
4898.94,737,refund,San Diego,0
4438.45,7,purchase,Los Angeles,0
4058.48,501,purchase,San Jose,0
1898.95,179,refund,Phoenix,0
1327.27,46,purchase,Phoenix,0
3835.27,607,refund,Phoenix,0
825.96,79,refund,San Jose,0
4559.05,44,refund,Chicago,0
2635.78,316,purchase,Philadelphia,0
1948.19,698,purchase,Dallas,0
4029.12,489,refund,San Jose,0
2991.38,132,refund,San Antonio,0
816.93,633,refund,Chicago,0
4927.61,413,refund,San Diego,0
1771.36,22,refund,New York,0
638.09,97,purchase,Dallas,0
2470.84,267,purchase,Chicago,0
1227.5,169,refund,San Antonio,0
1620,418,refund,Los Angeles,0
2490.37,165,refund,Dallas,0
640.36,597,refund,Philadelphia,0
2817.25,303,refund,Phoenix,0
1862.28,530,refund,Phoenix,0
2232.34,868,purchase,Los Angeles,0
4913.26,359,purchase,San Jose,0
3150.11,793,purchase,San Diego,0
1486.94,206,refund,San Antonio,0
1939.07,506,refund,San Diego,0
1271.69,346,purchase,Houston,0
57.92,694,purchase,Houston,0
4730.13,457,purchase,Philadelphia,0
984.49,65,purchase,Phoenix,0
672.53,42,refund,San Antonio,0
3069.64,864,refund,Philadelphia,0
1046.71,762,refund,San Antonio,0
3328.76,62,purchase,Los Angeles,0
2833.18,239,refund,Los Angeles,0
1407.97,140,purchase,San Jose,0
769.25,506,purchase,Dallas,0
4946.33,803,refund,Chicago,0
555.31,541,purchase,San Jose,0
4423.94,719,purchase,Dallas,0
3022.44,97,refund,San Jose,0
304.61,107,purchase,Chicago,0
942.09,838,refund,San Diego,0
4198.12,331,purchase,New York,0
3878.49,258,refund,Dallas,0
508.89,746,refund,Los Angeles,0
2407.51,636,purchase,Philadelphia,0
3020.12,607,refund,Dallas,0
3094.98,730,refund,San Diego,0
1613.68,550,purchase,Dallas,0
4004.27,153,refund,Dallas,0
2835.67,644,purchase,Chicago,0
1925.88,633,refund,New York,0
2277.26,396,refund,Phoenix,0
657.2,607,purchase,New York,0
4906.74,718,refund,Philadelphia,0
1416.25,443,purchase,San Jose,0
3114.44,723,purchase,Chicago,0
3639.28,71,refund,Houston,0
2844.53,380,refund,Phoenix,0
1476.64,714,purchase,Chicago,0
1155.31,335,refund,Chicago,0
748.08,592,purchase,New York,0
1153.47,839,refund,San Antonio,0
376.52,289,refund,San Diego,0
2513.5,246,purchase,Philadelphia,0
4643.77,993,purchase,Dallas,0
4378.14,435,refund,New York,0
4918.28,715,refund,Dallas,0
3591.46,954,refund,San Diego,0
1630.16,145,refund,Phoenix,0
3028.13,264,purchase,Phoenix,0
1486.76,252,refund,San Diego,0
3086.07,43,refund,Philadelphia,0
3716.43,183,purchase,San Jose,0
1816.44,733,purchase,New York,0
4647.4,437,refund,New York,0
3620.25,402,refund,Dallas,0
963,536,refund,New York,0
781.24,599,refund,Houston,0
2695.79,897,purchase,San Antonio,0
4426.31,753,purchase,San Antonio,0
1215.68,375,purchase,San Antonio,0
2423.11,320,purchase,Philadelphia,0
839.47,97,refund,Phoenix,0
530.62,539,purchase,San Antonio,0
391.71,79,refund,Los Angeles,0
1799.19,620,refund,Houston,0
4783.99,496,purchase,San Antonio,0
4932.84,586,refund,Los Angeles,0
3601.05,316,refund,Los Angeles,0
1882.95,96,purchase,Chicago,0
4091.23,114,refund,San Antonio,0
1556.98,10,purchase,San Jose,0
1374.88,517,refund,Los Angeles,0
4945.65,365,purchase,Philadelphia,0
323.87,863,refund,Philadelphia,0
349.95,20,refund,San Jose,0
666.23,141,purchase,San Diego,0
2162.69,449,purchase,San Diego,0
1923.91,875,purchase,San Jose,0
1854.63,144,refund,Los Angeles,0
3409.87,970,refund,San Jose,0
786.33,416,refund,Houston,0
801.95,942,purchase,Los Angeles,0
4131.67,662,purchase,San Antonio,0
2933.56,659,purchase,Houston,0
3961.74,213,refund,Phoenix,0
2790.87,673,refund,San Diego,0
1281.37,364,refund,Los Angeles,0
2526.83,146,refund,New York,0
4721.78,342,refund,New York,0
1699.2,383,refund,Houston,0
1257.27,496,refund,San Diego,0
1188.71,483,purchase,Phoenix,0
1963.76,990,refund,San Diego,0
695.81,776,purchase,Dallas,0
1216.55,428,refund,San Antonio,0
1324.19,77,refund,San Jose,0
582.5,294,refund,San Diego,0
102.82,431,refund,Phoenix,0
4950.33,74,purchase,Chicago,0
2015.22,574,refund,Houston,0
4678.76,319,refund,San Jose,0
2365.74,898,purchase,Los Angeles,0
2933.11,760,purchase,Houston,0
2950.23,678,refund,San Diego,0
3199.42,149,purchase,San Antonio,0
29.6,449,refund,New York,0
3205.13,618,refund,Houston,0
3979.59,360,purchase,Chicago,0
1304.22,251,refund,San Diego,0
3084.04,152,purchase,Dallas,0
2319.79,110,refund,San Antonio,0
1972.68,235,purchase,Chicago,0
439.05,765,refund,Philadelphia,0
2058.15,599,purchase,Chicago,0
3087.87,253,purchase,Philadelphia,0
2552.08,899,refund,Chicago,0
1056.41,761,refund,Chicago,0
1650.09,243,refund,Phoenix,0
1694.37,23,purchase,Dallas,0
400.03,552,purchase,Los Angeles,0
2092.78,406,purchase,Dallas,0
3706.26,529,refund,Los Angeles,0
890.19,651,refund,Houston,0
214.24,615,refund,Chicago,0
2210.58,773,purchase,San Diego,0
4868.12,459,refund,Houston,0
3872.86,250,purchase,San Diego,0
3403.05,22,refund,New York,0
4488.83,608,purchase,New York,0
2704.25,872,refund,San Jose,0
1296.44,648,purchase,San Jose,0
3421.34,297,refund,Phoenix,0
2639.64,790,purchase,San Jose,0
1560.89,365,purchase,New York,0
3581.93,397,purchase,Chicago,0
1664.55,526,refund,San Diego,0
4323.78,38,refund,Dallas,0
1917.79,337,refund,New York,0
703.61,510,refund,Philadelphia,0
772.2,534,purchase,Dallas,0
1611.3,782,refund,San Diego,0
3506.59,980,purchase,San Antonio,0
2554.9,403,refund,San Diego,0
3505.5,522,refund,Houston,0
4616.58,128,purchase,San Diego,0
3096.08,735,purchase,San Jose,0
4974.89,542,refund,San Jose,0
2170.42,364,refund,Dallas,0
2648.12,767,purchase,Los Angeles,0
2673.69,136,refund,Houston,0
892.17,565,purchase,Phoenix,0
612.25,490,refund,Dallas,0
900.7,26,refund,Philadelphia,0
498.55,548,purchase,New York,0
3597.59,718,purchase,Houston,0
2252.39,555,purchase,San Diego,0
4633.16,308,purchase,Los Angeles,0
3398.14,384,purchase,Chicago,0
3474.41,203,refund,San Jose,0
4949.89,738,refund,Houston,0
1788.67,992,refund,Dallas,0
1696.15,982,purchase,Chicago,0
2394.45,682,purchase,New York,0
3543.81,233,purchase,Philadelphia,0
2435.43,367,refund,Los Angeles,0
4391.35,691,purchase,Philadelphia,0
2265.22,4,purchase,Los Angeles,0
1865.2,317,refund,San Antonio,0
4759.16,852,purchase,New York,0
1974.31,739,purchase,Phoenix,0
2134.68,193,refund,San Diego,0
2874.6,628,purchase,Houston,0
3713.09,910,refund,New York,0
2360.04,334,refund,Dallas,0
899.41,365,purchase,Houston,0
3341.34,326,refund,San Diego,0
413.98,864,refund,Chicago,0
2935.87,306,refund,Los Angeles,1
4525.09,249,refund,Houston,0
2544.13,404,refund,New York,0
3831.85,813,refund,Philadelphia,0
2455.42,229,purchase,New York,0
93.27,998,purchase,Houston,0
1207.19,395,purchase,San Diego,0
3315.85,883,purchase,Houston,0
1988.86,433,purchase,San Diego,0
3928.16,61,refund,Philadelphia,0
106.8,795,refund,New York,0
812,477,purchase,Dallas,0
1203.86,532,refund,New York,0
2934.16,907,purchase,San Diego,0
2588.4,721,refund,Dallas,0
2107.67,733,purchase,Houston,0
1841.5,533,refund,Chicago,0
542.74,504,purchase,Houston,0
3249.17,794,refund,Los Angeles,0
814.44,658,refund,Los Angeles,0
1306.31,308,refund,San Antonio,0
972.96,285,refund,San Diego,0
3980.97,284,refund,Phoenix,0
3519.94,870,purchase,Dallas,0
3709.07,218,purchase,Chicago,0
365.8,646,purchase,Los Angeles,0
4864.15,784,refund,Chicago,0
2990.79,804,refund,San Jose,0
1139.71,817,purchase,San Diego,0
1186.1,879,purchase,San Antonio,0
4547.9,711,purchase,Houston,0
365.95,861,purchase,Chicago,0
4759.04,898,refund,Philadelphia,0
4461.86,88,purchase,Chicago,0
3778.86,390,purchase,San Diego,0
3565.29,249,purchase,Phoenix,0
3700.15,740,purchase,San Diego,0
2202.41,283,purchase,San Jose,0
2531.09,580,refund,San Jose,0
891.19,138,refund,Los Angeles,0
701.68,186,refund,Los Angeles,0
2476.07,628,refund,Philadelphia,0
2937.89,382,refund,San Antonio,0
840.84,324,purchase,Dallas,0
3345.78,443,refund,Chicago,0
3857.06,559,refund,New York,0
3184.19,878,purchase,Phoenix,0
2823.97,279,refund,Phoenix,0
1603.21,279,refund,San Jose,0
527.04,210,purchase,San Antonio,0
2104.49,751,refund,San Jose,0
1248.81,599,purchase,Chicago,0
1012.78,390,purchase,Chicago,1
1394.82,103,purchase,Phoenix,0
59.3,281,refund,Los Angeles,0
3787.5,251,purchase,San Jose,0
4369.02,967,refund,New York,0
3202.64,450,purchase,Phoenix,0
3778.71,424,refund,Dallas,0
725.32,277,refund,Los Angeles,0
1472.62,341,purchase,Phoenix,0
4776.1,366,purchase,New York,0
4198.05,940,purchase,San Diego,0
2372.41,942,purchase,New York,0
4896.76,88,refund,San Jose,0
2314.85,493,purchase,Phoenix,0
1745.26,672,purchase,San Jose,0
4061.5,19,refund,Los Angeles,0
2013.38,105,purchase,Los Angeles,0
1729.05,334,purchase,Chicago,0
3306.4,198,purchase,Phoenix,0
4891.12,991,refund,Los Angeles,0
726.67,879,purchase,Dallas,0
4704.41,552,purchase,Phoenix,0
1424.48,263,purchase,New York,0
3449.57,481,purchase,Dallas,1
4243.13,968,purchase,Dallas,0
1837.38,974,purchase,Los Angeles,0
1176.16,276,refund,Chicago,0
4649.64,415,refund,Dallas,0
686.7,544,refund,Los Angeles,0
4232.76,563,purchase,San Diego,0
4480.09,78,refund,San Jose,0
4963.7,424,refund,San Antonio,0
3181.95,668,refund,Philadelphia,0
2586.2,819,refund,San Jose,0
920.91,316,purchase,Dallas,0
2491.47,717,purchase,Philadelphia,0
246.88,466,purchase,San Diego,0
4207.38,21,refund,San Jose,0
1648.73,607,refund,Houston,0
4125.69,302,purchase,Dallas,0
419.91,94,purchase,Phoenix,0
2414.18,987,refund,San Antonio,0
1254.01,931,refund,New York,0
1117.09,34,purchase,Dallas,0
4764.1,352,refund,Phoenix,0
4290.79,277,purchase,Houston,0
4664.77,378,refund,Houston,0
4038.32,93,refund,San Antonio,0
3404.09,725,purchase,Philadelphia,0
3285.98,846,refund,Phoenix,0
3669.87,234,purchase,Phoenix,0
1639.09,457,purchase,Philadelphia,0
1436.47,490,refund,Los Angeles,0
2711.27,132,purchase,Philadelphia,0
4902.19,329,refund,Houston,0
1840.99,42,refund,Chicago,0
4623.94,616,purchase,San Diego,0
1857.94,292,refund,Phoenix,0
2046.26,985,refund,Dallas,0
4581.97,887,refund,Phoenix,0
2282.05,732,refund,Houston,0
726.72,232,refund,New York,0
3386.58,881,purchase,Los Angeles,0
1398.22,916,purchase,New York,0
169.49,440,refund,Chicago,0
4641.27,360,purchase,Houston,0
858.78,333,purchase,San Jose,0
4944.53,581,purchase,Houston,0
4628.38,112,refund,New York,0
4688.43,863,refund,Chicago,0
4394.18,134,refund,Dallas,0
3805.47,868,refund,San Antonio,0
3140.13,277,refund,Chicago,0
4765.27,827,purchase,Dallas,0
2763.44,708,purchase,Houston,0
2132.26,805,refund,New York,0
3729.68,176,refund,Philadelphia,0
710.31,750,refund,Phoenix,0
3675.86,614,purchase,Dallas,0
3049.63,182,refund,New York,0
4442.82,213,purchase,Philadelphia,0
4772.55,323,purchase,San Antonio,0
318.17,56,purchase,San Diego,0
1441.03,315,refund,Dallas,1
2994.5,360,purchase,Los Angeles,0
1308.92,324,purchase,San Diego,0
186.96,717,purchase,Chicago,0
785.32,697,purchase,Chicago,0
4336.36,728,purchase,Philadelphia,0
556.13,916,refund,Philadelphia,0
2488.37,210,refund,San Jose,0
4367.75,829,refund,Philadelphia,0
1213.09,775,purchase,San Diego,0
1842.12,174,purchase,San Antonio,0
730.93,911,purchase,Phoenix,0
2021.64,330,refund,Los Angeles,0
4679.14,425,refund,Phoenix,0
1441.66,856,purchase,San Diego,0
811.33,848,refund,Phoenix,0
3090.8,703,refund,Los Angeles,0
672.54,324,refund,Philadelphia,0
4375.76,278,purchase,New York,0
1023.9,736,refund,Phoenix,0
3836.61,263,refund,Los Angeles,0
1438.96,140,refund,San Jose,0
3823.13,611,purchase,Los Angeles,0
4486.11,314,refund,New York,0
3537.59,235,purchase,Dallas,0
4983.81,271,refund,Dallas,0
761.4,930,refund,San Diego,0
3829.46,928,purchase,San Jose,0
2012.47,775,refund,New York,0
3937.63,594,refund,San Antonio,0
4229.78,626,refund,Houston,0
2102.76,462,purchase,San Diego,0
1763.33,28,purchase,Houston,0
4.46,604,purchase,Philadelphia,0
746.24,992,refund,San Diego,0
232.48,138,refund,San Antonio,0
2719.91,752,refund,New York,0
860.92,885,purchase,Phoenix,0
4254.74,231,purchase,Phoenix,0
2177.44,858,refund,San Jose,0
4523.58,704,refund,Houston,0
512.81,859,refund,Houston,0
3308.03,706,refund,Los Angeles,0
184.26,199,refund,San Jose,0
4951.2,311,purchase,Houston,0
1270.6,136,refund,New York,0
1202.3,881,refund,Chicago,0
1759.43,751,refund,San Jose,0
3615.37,321,refund,New York,0
2919.73,418,refund,Dallas,0
3233.83,511,purchase,Los Angeles,0
4356.76,187,refund,San Antonio,0
2913.37,371,refund,San Antonio,0
394.18,814,refund,Phoenix,0
3892.56,977,refund,Phoenix,0
4859.59,318,purchase,New York,0
3153.82,397,purchase,Philadelphia,0
2197.71,692,refund,Phoenix,0
2558.15,450,refund,Los Angeles,0
2214.22,357,purchase,New York,0
1285.14,500,refund,San Antonio,0
107.74,201,refund,San Jose,0
2917.19,92,refund,Los Angeles,0
373.54,987,refund,Los Angeles,0
3354.6,164,purchase,San Antonio,0
3561.78,791,purchase,San Diego,0
3934.9,199,refund,San Antonio,0
2591.95,533,purchase,Dallas,0
4611.54,399,purchase,San Jose,0
1983.7,866,refund,Dallas,0
757.16,376,refund,Dallas,0
2763.08,655,refund,San Antonio,0
4155.59,262,purchase,Philadelphia,0
3423.81,499,refund,San Diego,0
4437.16,244,purchase,San Diego,0
4742.09,917,refund,Phoenix,0
3568.05,823,refund,San Jose,0
3081.65,767,refund,Chicago,0
456.38,498,refund,Houston,0
1235.77,107,purchase,San Diego,0
3201.92,18,purchase,San Jose,0
553.48,859,refund,Los Angeles,0
1416.58,603,refund,Philadelphia,0
3851.05,717,purchase,Houston,0
4498.05,542,purchase,Phoenix,0
1415.55,1000,refund,Philadelphia,0
3270.4,329,purchase,Houston,0
1932.34,62,purchase,San Jose,0
3915.37,719,purchase,Chicago,0
1298.72,352,purchase,Philadelphia,0
2337,604,purchase,Houston,0
2299.69,160,refund,New York,1
2039.79,369,refund,San Jose,0
302.97,436,refund,Houston,1
3277.1,78,purchase,Los Angeles,0
3488.73,308,purchase,Dallas,0
1173.34,919,refund,Philadelphia,0
1865.1,191,purchase,Phoenix,0
901.26,925,purchase,San Antonio,0
2052.26,276,purchase,Chicago,0
3334.78,330,purchase,Phoenix,0
871.49,104,purchase,Houston,0
2298.82,182,refund,Houston,0
1266.31,315,purchase,San Jose,0
4062.03,645,refund,New York,0
4498.01,420,purchase,Chicago,0
725.46,397,refund,Los Angeles,0
1120.78,688,purchase,San Antonio,0
97.43,788,refund,San Jose,0
2549.26,415,refund,Chicago,0
2276.26,944,purchase,San Antonio,0
2192.73,480,refund,San Jose,0
3149.12,531,purchase,New York,0
3604.58,203,refund,New York,0
1648.11,103,purchase,San Diego,0
223.11,634,purchase,New York,0
4311.53,941,purchase,Chicago,0
2199.08,655,purchase,Chicago,0
3450.92,526,purchase,Houston,0
968.46,736,refund,San Jose,0
669.5,669,purchase,Houston,0
3269.76,620,refund,San Jose,0
4917.21,116,purchase,San Jose,0
623.69,474,purchase,Dallas,0
1524.63,901,refund,San Jose,0
109.5,759,refund,Chicago,0
4655.07,193,purchase,San Diego,0
1655.72,413,purchase,Houston,0
1989.73,538,refund,Philadelphia,0
2928.6,779,refund,Chicago,0
3468.63,520,refund,Philadelphia,0
4349.1,717,purchase,San Jose,0
4863.54,924,purchase,Phoenix,0
3561.43,795,purchase,Phoenix,0
451.15,147,refund,San Jose,0
2170.72,910,purchase,Phoenix,0
1105.91,593,refund,San Jose,0
920.28,364,refund,Los Angeles,0
4016.73,520,refund,Los Angeles,0
378.27,345,refund,Dallas,0
3838.51,747,purchase,San Diego,0
3929.32,354,purchase,Dallas,0
840.68,198,refund,Phoenix,0
2311.39,35,purchase,Phoenix,0
2107.54,410,purchase,San Diego,0
772.75,789,refund,San Jose,0
3159.08,283,purchase,Philadelphia,0
3190.27,932,purchase,Phoenix,0
1881.53,603,refund,San Jose,0
2347.7,686,purchase,Houston,0
2150.45,529,purchase,Houston,0
1997.77,270,purchase,Philadelphia,0
4829.29,837,purchase,Los Angeles,0
205.98,233,purchase,Dallas,0
1998.45,19,refund,San Antonio,0
3376.35,178,purchase,Philadelphia,0
1091.03,391,purchase,Chicago,0
1722.81,567,purchase,Chicago,0
4241.92,503,refund,San Antonio,0
2978.68,730,refund,San Antonio,0
289.64,282,refund,Philadelphia,0
53.86,817,refund,Los Angeles,0
873.19,941,refund,New York,0
4222.03,870,refund,San Jose,0
946.49,848,purchase,San Antonio,0
3922,192,purchase,Dallas,0
4573.07,680,purchase,Los Angeles,0
4168.58,98,refund,Los Angeles,0
2062.42,210,purchase,Philadelphia,0
2818.97,187,refund,Los Angeles,0
2450.64,782,purchase,Dallas,0
3603.53,781,purchase,Chicago,0
1966.58,756,purchase,San Diego,0
4739.94,707,refund,San Jose,0
4000.56,482,refund,San Antonio,0
4965.57,387,purchase,Chicago,0
535.91,256,refund,New York,0
892.94,737,refund,Los Angeles,0
4365.27,24,refund,Dallas,0
2592.53,115,purchase,Los Angeles,0
3922.7,736,refund,Dallas,0
2732.14,305,purchase,Los Angeles,0
3054.33,429,purchase,San Jose,0
2282.29,291,purchase,San Diego,0
4642.41,992,purchase,San Antonio,0
4452.65,747,refund,Dallas,0
3501.07,530,refund,Chicago,0
2317.95,374,purchase,Philadelphia,0
539.59,382,refund,Chicago,0
2823.12,31,purchase,San Antonio,0
3407.58,932,refund,San Diego,0
2090.71,478,refund,Phoenix,0
2760.83,101,purchase,Philadelphia,0
2.81,433,refund,Phoenix,0
4306.21,525,purchase,Philadelphia,0
68.79,26,purchase,Chicago,0
4678.77,338,purchase,San Jose,0
4303.89,343,refund,New York,0
2680.27,462,refund,Philadelphia,0
3997.06,469,purchase,San Jose,0
1127.54,412,refund,San Antonio,0
1517.38,521,refund,Los Angeles,0
51.21,532,purchase,Dallas,0
2429.29,859,purchase,San Diego,0
3735.94,446,purchase,San Jose,0
4504.12,259,purchase,San Jose,0
3130.92,72,purchase,San Jose,0
847,451,refund,Houston,0
3332.3,819,purchase,New York,0
3014.55,363,purchase,San Antonio,0
2721.4,617,purchase,Los Angeles,0
2529.45,561,purchase,Phoenix,0
2279.37,632,refund,San Diego,0
1957.57,623,purchase,Phoenix,0
3476.17,414,purchase,Phoenix,0
981.2,46,purchase,San Jose,0
529.64,6,refund,Philadelphia,0
2864.05,1,purchase,San Diego,0
3103.96,680,purchase,Philadelphia,0
3797.19,223,refund,New York,0
505.56,962,purchase,Chicago,0
1372.58,775,refund,Dallas,0
2609.42,368,purchase,San Diego,0
4281.83,334,refund,San Antonio,0
1463.93,970,refund,San Diego,0
2469.03,196,refund,San Jose,0
892.56,673,refund,San Antonio,0
1388.05,726,refund,San Jose,0
1225.94,143,refund,San Jose,0
1330.53,555,refund,San Antonio,0
1705.71,509,refund,Chicago,0
1466.96,29,refund,Dallas,0
494.37,803,refund,New York,0
2187.9,908,refund,San Jose,0
2211.11,124,refund,Dallas,0
90.99,866,refund,Houston,0
1519.73,285,purchase,New York,0
813.16,538,refund,Philadelphia,0
2277.06,704,refund,New York,0
4738.88,388,purchase,Chicago,0
3549.61,901,purchase,San Antonio,0
3073.89,101,purchase,Los Angeles,0
535.48,477,refund,San Jose,0
443.92,802,refund,Phoenix,0
783.64,270,refund,Phoenix,0
2745.77,407,purchase,Houston,0
1258.12,909,refund,Phoenix,0
2281.76,901,purchase,San Diego,0
1424.01,149,refund,Dallas,0
1182.79,38,purchase,San Antonio,0
961.54,189,purchase,San Jose,0
2592.75,351,purchase,San Diego,0
4234.12,931,purchase,San Diego,0
1022.6,324,refund,San Antonio,0
2669.05,536,purchase,Phoenix,0
1510.7,41,refund,Dallas,0
721.21,967,purchase,San Jose,0
1737.5,629,refund,Philadelphia,0
1025.07,898,refund,New York,0
1966.53,610,purchase,Houston,0
2251.89,575,purchase,Los Angeles,0
4949.17,523,refund,New York,0
4423.62,446,refund,Los Angeles,0
4257.42,188,purchase,Phoenix,0
701.13,751,refund,Chicago,0
2522.13,693,refund,Los Angeles,0
3186.19,150,refund,Phoenix,0
2076.37,598,purchase,Phoenix,0
313.28,717,purchase,Dallas,0
14.19,585,purchase,Dallas,0
3221.57,513,purchase,San Jose,0
4.6,528,refund,Houston,0
1443.07,279,purchase,Phoenix,0
602.34,886,refund,Houston,0
2092.63,237,purchase,Phoenix,0
2241.24,608,purchase,San Antonio,0
3809.23,154,refund,Dallas,0
2631.18,574,purchase,Houston,0
1050.52,251,purchase,Phoenix,0
2219.44,958,purchase,Houston,0
1265.52,37,refund,Philadelphia,0
3024.49,651,purchase,San Antonio,0
3574.48,688,refund,San Jose,0
597.52,314,refund,San Antonio,0
1361.85,857,purchase,San Jose,0
2345.46,364,refund,San Diego,0
1459.65,188,purchase,Houston,0
2101.4,187,purchase,Los Angeles,0
769.71,703,purchase,Philadelphia,0
893.19,357,purchase,San Antonio,0
1313.7,858,purchase,Philadelphia,0
753.3,877,refund,New York,0
4068.1,960,purchase,Los Angeles,0
3326.37,595,refund,San Antonio,0
1349.45,288,purchase,San Jose,0
3609.26,80,refund,Houston,0
4863.2,790,purchase,San Jose,0
3662.84,603,purchase,Chicago,0
1095.27,269,refund,San Jose,0
4217.89,660,refund,San Diego,0
4653.59,241,refund,Los Angeles,0
378.4,915,purchase,Dallas,0
4031.48,246,purchase,Chicago,0
255.5,391,refund,San Diego,0
947.98,378,refund,Chicago,0
2518.71,497,purchase,San Antonio,0
2157,514,purchase,Houston,0
2375.19,15,refund,Chicago,0
3340.73,841,purchase,San Antonio,0
2960.77,73,purchase,Philadelphia,0
683.45,576,refund,Chicago,0
1148.96,804,refund,New York,0
4637.55,471,purchase,Houston,0
4651.09,500,refund,Dallas,0
2284.34,640,refund,Phoenix,0
3650.13,923,purchase,San Jose,0
2475.36,780,refund,Houston,0
3137.04,455,refund,Los Angeles,0
4505.08,550,refund,Houston,0
2764.62,622,purchase,Houston,0
1389.42,993,refund,New York,0
1301.21,914,refund,Chicago,0
4696.87,388,purchase,San Antonio,0
